calories,carbs,category,fat,name,restaurant
630,56,Fit Fare® Sweet & Tangy BBQ Chicken w/ broccoli & corn,13,Fit Fare® Sweet & Tangy BBQ Chicken w/ broccoli & corn,Denny's
520,25,Senior Belgian Waffle Slam® w/ egg,39,Senior Belgian Waffle Slam® w/ egg,Denny's
440,8,Senior Omelette (add choices),34,Senior Omelette (add choices),Denny's
590,70,Pit Stop Pizza (add side),26,Pit Stop Pizza (add side),Denny's
55,29,Game  -  On Grapes,0,Game  -  On Grapes,Denny's
420,23,Loaded Baked Potato Soup,32,Loaded Baked Potato Soup,Denny's
130,26,Fiesta Corn,3,Fiesta Corn,Denny's
100,55,Mashed Potatoes,3,Mashed Potatoes,Denny's
190,44,Caramel Topping,1,Caramel Topping,Denny's
200,18,Glazed Pecans,15,Glazed Pecans,Denny's
730,98,Pecan Pie,36,Pecan Pie,Denny's
1080,34,Mushroom Swiss Chopped Steak w/ bread (add choices),75,Mushroom Swiss Chopped Steak w/ bread (add choices),Denny's
540,52,Senior Fit Fare® Grilled Chicken,16,Senior Fit Fare® Grilled Chicken,Denny's
250,30,Softball Pancake w/ meat,11,Softball Pancake w/ meat,Denny's
520,48,Onion Rings,36,Onion Rings,Denny's
430,50,"French Fries, salted",23,"French Fries, salted",Denny's
210,27,Red  -  Skinned Potatoes,7,Red  -  Skinned Potatoes,Denny's
57,14,Cherry Topping,0,Cherry Topping,Denny's
580,75,Hershey®’s Chocolate Cake,28,Hershey®’s Chocolate Cake,Denny's
500,77,Pumpkin Pie,18,Pumpkin Pie,Denny's
940,67,Prime Rib & Chicken Sizzlin’ Skillet,43,Prime Rib & Chicken Sizzlin’ Skillet,Denny's
480,57,Senior Fit Fare® Omelette,18,Senior Fit Fare® Omelette,Denny's
270,40,"Spaghetti, Set, Go! (add side)",6,"Spaghetti, Set, Go! (add side)",Denny's
210,5,"Veggies, Dippable w/ ranch dressing",20,"Veggies, Dippable w/ ranch dressing",Denny's
10,2,Tomato Slices,0,Tomato Slices,Denny's
190,6,Chopped Nuts,17,Chopped Nuts,Denny's
500,82,Lemon Meringue Layer Pie,19,Lemon Meringue Layer Pie,Denny's
1170,74,Country  -  Fried Steak w/ gravy (add choices),74,Country  -  Fried Steak w/ gravy (add choices),Denny's
820,24,T  -  Bone Steak w/ bread (add choices),35,T  -  Bone Steak w/ bread (add choices),Denny's
450,56,Senior Grilled Shrimp Skewer w/ bread (add choices),15,Senior Grilled Shrimp Skewer w/ bread (add choices),Denny's
450,61,Chocolate Chip  -  In Pancakes,18,Chocolate Chip  -  In Pancakes,Denny's
430,50,Finish Line Fries,23,Finish Line Fries,Denny's
100,9,Chocolate Topping,0,Chocolate Topping,Denny's
560,87,Key Lime Pie,20,Key Lime Pie,Denny's
760,84,Chicken Strips w/ bread (add choices),29,Chicken Strips w/ bread (add choices),Denny's
1000,47,T  -  Bone Steak & Shrimp Skewer w/ bread (add choices),59,T  -  Bone Steak & Shrimp Skewer w/ bread (add choices),Denny's
370,21,Senior Grilled Chicken w/ bread (add choices),15,Senior Grilled Chicken w/ bread (add choices),Denny's
380,32,Cheesy @ the Plate (add side),21,Cheesy @ the Plate (add side),Denny's
130,30,Apple Dunkers w/ caramel sauce,0,Apple Dunkers w/ caramel sauce,Denny's
690,88,Kids’ OREO® Blender Blaster,33,Kids’ OREO® Blender Blaster,Denny's
610,74,"Milk Shakes (Vanilla, Chocolate or Strawberry)",28,"Milk Shakes (Vanilla, Chocolate or Strawberry)",Denny's
1530,145,Fish & Chips (add dinner bread choice),90,Fish & Chips (add dinner bread choice),Denny's
630,60,Tilapia Ranchero w/ bread,27,Tilapia Ranchero w/ bread,Denny's
610,24,Senior Lemon Pepper Grilled Tilapia w/ bread (add choices),32,Senior Lemon Pepper Grilled Tilapia w/ bread (add choices),Denny's
380,39,Jr. Grand Slam®,19,Jr. Grand Slam®,Denny's
260,38,Fishing Goldfish® Crackers,10,Fishing Goldfish® Crackers,Denny's
402,28,Cole Slaw(Large),30,Cole Slaw(Large),El Pollo Loco
196,29,Pinto Beans (Small),4,Pinto Beans (Small),El Pollo Loco
134,9,Cole Slaw(Small),10,Cole Slaw(Small),El Pollo Loco
72,3,Hand-Made Guacamole,6,Hand-Made Guacamole,El Pollo Loco
91,0,Flame-Grilled Chicken Wing ,5,Flame-Grilled Chicken Wing ,El Pollo Loco
429,43,Chicken Tostada (no shell & no dressing),13,Chicken Tostada (no shell & no dressing),El Pollo Loco
263,34,Flan,12,Flan,El Pollo Loco
200,33,Fosters Freeze Vanilla (Kid's Cone),5,Fosters Freeze Vanilla (Kid's Cone),El Pollo Loco
869,124,"6.5"" Flour Tortillas(8 pack)",29,"6.5"" Flour Tortillas(8 pack)",El Pollo Loco
200,36,BBQ Black Beans (Small),3,BBQ Black Beans (Small),El Pollo Loco
200,36,BBQ Black Beans (Small),3,BBQ Black Beans (Small),El Pollo Loco
263,34,Flan,12,Flan,El Pollo Loco
429,43,Chicken Tostada (no shell & no dressing),13,Chicken Tostada (no shell & no dressing),El Pollo Loco
196,29,Pinto Beans(Small),4,Pinto Beans(Small),El Pollo Loco
125,7,Lite Shrimp Skewer,2,Lite Shrimp Skewer,FATZ
783,62,Calabash Chicken Salad,32,Calabash Chicken Salad,FATZ
109,13,Traditional Caesar Salad,3,Traditional Caesar Salad,FATZ
880,90,Southern Gold Ribs and Calabash Chicken,36,Southern Gold Ribs and Calabash Chicken,FATZ
876,26,"Premium Grilled Pork Chops, BBQ",52,"Premium Grilled Pork Chops, BBQ",FATZ
610,54,"FATZ Famous Fish Platter, Blackened (2 Fillets)",23,"FATZ Famous Fish Platter, Blackened (2 Fillets)",FATZ
1010,71,FATZ Onyum Burger,57,FATZ Onyum Burger,FATZ
435,46,"FATZ Famous Fish Sandwich, Key West Style",15,"FATZ Famous Fish Sandwich, Key West Style",FATZ
51,7,Steamed Broccoli ,1,Steamed Broccoli ,FATZ
225,11,Veggie Skewers (2 skewers),19,Veggie Skewers (2 skewers),FATZ
1027,110,Cheese Fries,55,Cheese Fries,FATZ
1955,190,Large Fiesta Nachos with Chicken,97,Large Fiesta Nachos with Chicken,FATZ
382,28,Seabreeze Spinach Salad,24,Seabreeze Spinach Salad,FATZ
492,61,Aloha Chicken,3,Aloha Chicken,FATZ
1440,84,"Babyback Ribs, Full Rack",92,"Babyback Ribs, Full Rack",FATZ
106,1,Bleu Cheese and Peppercorn Steak Topper ,8,Bleu Cheese and Peppercorn Steak Topper ,FATZ
628,59,"FATZ Famous Fish Platter, Key West Style (2 Fillets)",22,"FATZ Famous Fish Platter, Key West Style (2 Fillets)",FATZ
974,58,Turkey Burger,66,Turkey Burger,FATZ
784,66,Vegetable Wrap,49,Vegetable Wrap,FATZ
449,48,Cheese Fries ,24,Cheese Fries ,FATZ
336,14,Killer Shrimp,16,Killer Shrimp,FATZ
423,37,Kids Grilled Cheese Sandwich,25,Kids Grilled Cheese Sandwich,FATZ
225,58,"Kids Specialty Soda, Cherry Pepsi",0,"Kids Specialty Soda, Cherry Pepsi",FATZ
467,2,"Chicken Wings, 12",35,"Chicken Wings, 12",FATZ
636,56,Garlic Calamari,32,Garlic Calamari,FATZ
563,33,Seabreeze Spinach Salad with Grilled Aloha Chicken,26,Seabreeze Spinach Salad with Grilled Aloha Chicken,FATZ
981,77,Chicken Pot Pie w/o salad,56,Chicken Pot Pie w/o salad,FATZ
755,50,"Babyback Ribs, Half Rack",46,"Babyback Ribs, Half Rack",FATZ
137,11,Smothered Steak Topper ,9,Smothered Steak Topper ,FATZ
791,59,"Grilled Salmon with Corn, Tomato and Avocado Relish",39,"Grilled Salmon with Corn, Tomato and Avocado Relish",FATZ
899,51,Big City Reuben,56,Big City Reuben,FATZ
329,68,Baked Potato ,3,Baked Potato ,FATZ
115,5,Fresh Grilled Asparagus with Lemon Butter Sauce,9,Fresh Grilled Asparagus with Lemon Butter Sauce,FATZ
54,0,Smoked Ham,3,Smoked Ham,FATZ
336,29,Kids Grilled Chicken Sandwich,11,Kids Grilled Chicken Sandwich,FATZ
221,57,"Kids Specialty Soda, Cherry Sprite",0,"Kids Specialty Soda, Cherry Sprite",FATZ
1352,161,Double Fudge Brownie,54,Double Fudge Brownie,FATZ
1073,99,Fiesta Nachos with Fire Grilled Chipotle Chicken,56,Fiesta Nachos with Fire Grilled Chipotle Chicken,FATZ
355,30,Asian Chicken Salad,7,Asian Chicken Salad,FATZ
586,19,The Ultimate Chopped Chef Salad,36,The Ultimate Chopped Chef Salad,FATZ
838,67,"Ribs, Shrimp and Chicken Trio",35,"Ribs, Shrimp and Chicken Trio",FATZ
780,62,Certified Angus Beef Tenderloin Tips,37,Certified Angus Beef Tenderloin Tips,FATZ
459,59,"FATZ Famous Fish Platter, Blackened (1 Fillet) ",12,"FATZ Famous Fish Platter, Blackened (1 Fillet) ",FATZ
735,31,Farmhouse Burger,49,Farmhouse Burger,FATZ
622,71,"FATZ Famous Fish Sandwich, Fried",23,"FATZ Famous Fish Sandwich, Fried",FATZ
303,33,Red Skinned Mashed Potatoes,16,Red Skinned Mashed Potatoes,FATZ
425,61,Sweet Potato Fries ,19,Sweet Potato Fries ,FATZ
335,39,Kids Calabash Chicken,7,Kids Calabash Chicken,FATZ
380,56,Kids Pasta with Cheese Sauce,10,Kids Pasta with Cheese Sauce,FATZ
233,53,Kids Strawberry Freeze,2,Kids Strawberry Freeze,FATZ
1162,105,Calabash BLT,62,Calabash BLT,FATZ
662,46,Lunch Half Calabash BLT,43,Lunch Half Calabash BLT,FATZ
518,16,Lite Grilled Chopped Steak with Steamed Broccoli,29,Lite Grilled Chopped Steak with Steamed Broccoli,FATZ
792,81,Classic FATZ Fish and Chips,38,Classic FATZ Fish and Chips,FATZ
585,74,Fried Green Tomatoes,23,Fried Green Tomatoes,FATZ
529,12,FATZ Cobb Salad,32,FATZ Cobb Salad,FATZ
59,11,Veggie Salad,1,Veggie Salad,FATZ
957,39,Steak and Ribs,61,Steak and Ribs,FATZ
805,5,"Premium Grilled Pork Chops, Blackened",53,"Premium Grilled Pork Chops, Blackened",FATZ
301,25,"FATZ Famous Fish Platter, Fried (1 Fillet)",11,"FATZ Famous Fish Platter, Fried (1 Fillet)",FATZ
777,52,Hickory Burger,46,Hickory Burger,FATZ
1118,64,Grilled Chicken Club,63,Grilled Chicken Club,FATZ
537,48,Stone Ground Cheese Grits,27,Stone Ground Cheese Grits,FATZ
303,35,World Famous Calabash Chicken Tenders ( 3 pieces),6,World Famous Calabash Chicken Tenders ( 3 pieces),FATZ
506,28,Kids Cheeseburger,31,Kids Cheeseburger,FATZ
329,37,Kids Popcorn Shrimp,7,Kids Popcorn Shrimp,FATZ
250,41,Kids Sundae,7,Kids Sundae,FATZ
735,31,Farmhouse Cheese Burger,49,Farmhouse Cheese Burger,FATZ
255,12,Lunch Lite Grilled Chicken Salad,11,Lunch Lite Grilled Chicken Salad,FATZ
1109,98,"Calabash, Wings, and Cheese Fries",51,"Calabash, Wings, and Cheese Fries",FATZ
1989,205,Large Fiesta Nachos with Beef,100,Large Fiesta Nachos with Beef,FATZ
539,26,Popcorn Shrimp Salad,28,Popcorn Shrimp Salad,FATZ
173,6,Cinnamon Honey Butter (1 ounce),16,Cinnamon Honey Butter (1 ounce),FATZ
1238,102,The Original FATZ Sampler,56,The Original FATZ Sampler,FATZ
1328,63,Smothered Chopped Steak,86,Smothered Chopped Steak,FATZ
446,59,"FATZ Famous Fish Platter, Key West Style (1 Fillet)",11,"FATZ Famous Fish Platter, Key West Style (1 Fillet)",FATZ
1005,39,Southwestern Jalapeño Burger,70,Southwestern Jalapeño Burger,FATZ
1188,101,Shrimp Po Boy,72,Shrimp Po Boy,FATZ
366,82,Baked Sweet Potato,1,Baked Sweet Potato,FATZ
146,2,Grilled Shrimp Skewer,7,Grilled Shrimp Skewer,FATZ
577,57,Kids Fish and Chips,26,Kids Fish and Chips,FATZ
100,24,"Kids Specialty Soda, Cherry Diet Pepsi",0,"Kids Specialty Soda, Cherry Diet Pepsi",FATZ
700,64,Strawberries and Cheesecake,44,Strawberries and Cheesecake,FATZ
1221,87,"Cajun Firecracker Sticks, Plating ",74,"Cajun Firecracker Sticks, Plating ",FATZ
1637,188,Large Fiesta Nachos,78,Large Fiesta Nachos,FATZ
379,15,House Salad,24,House Salad,FATZ
100,16,Poppyseed Rolls (1 roll),3,Poppyseed Rolls (1 roll),FATZ
870,58,TCs Hard Cider Sampler,34,TCs Hard Cider Sampler,FATZ
783,1,"Premium Grilled Pork Chops, Grilled",52,"Premium Grilled Pork Chops, Grilled",FATZ
597,49,"FATZ Famous Fish Platter, Fried (2 Fillets)",22,"FATZ Famous Fish Platter, Fried (2 Fillets)",FATZ
1049,46,Old Fashioned Cheeseburger,70,Old Fashioned Cheeseburger,FATZ
649,61,Popcorn Shrimp Wrap,29,Popcorn Shrimp Wrap,FATZ
232,16,Vidalia Sweet Onion Cole Slaw ,18,Vidalia Sweet Onion Cole Slaw ,FATZ
175,16,Fried Shrimp ( 3 pieces),4,Fried Shrimp ( 3 pieces),FATZ
559,49,Kids Chicken and Cheese Quesadilla,26,Kids Chicken and Cheese Quesadilla,FATZ
124,4,Kids Salad,9,Kids Salad,FATZ
311,1,"Chicken Wings, 8",23,"Chicken Wings, 8",FATZ
428,51,Traditional Calamari,12,Traditional Calamari,FATZ
79,10,Side Caesar Salad,2,Side Caesar Salad,FATZ
1518,130,Parmesan Encrusted Chicken Pasta,71,Parmesan Encrusted Chicken Pasta,FATZ
946,1,Certified Angus Beef Ribeye (12 ounces),62,Certified Angus Beef Ribeye (12 ounces),FATZ
1322,143,Big Easy Shrimp and Fish Fry,49,Big Easy Shrimp and Fish Fry,FATZ
850,51,Grilled Shrimp and Veggie Harpoons,51,Grilled Shrimp and Veggie Harpoons,FATZ
792,85,Calabash Chicken Wrap,31,Calabash Chicken Wrap,FATZ
119,29,Cinnamon Apples ,0,Cinnamon Apples ,FATZ
33,6,Lite Side Veggie Skewers (2 skewers),0,Lite Side Veggie Skewers (2 skewers),FATZ
31,0,Smoked Turkey ,1,Smoked Turkey ,FATZ
338,8,Kids Grilled Salmon with Broccoli ,23,Kids Grilled Salmon with Broccoli ,FATZ
110,27,"Kids Specialty Soda, Orange Diet Pepsi",0,"Kids Specialty Soda, Orange Diet Pepsi",FATZ
974,81,Peanut Butter Pie,65,Peanut Butter Pie,FATZ
792,81,Lunch Fish and Chips,38,Lunch Fish and Chips,FATZ
497,55,"Lite FATZ Famous Fish Sandwich, Blackened",16,"Lite FATZ Famous Fish Sandwich, Blackened",FATZ
427,54,"Classic FATZ Famous Fish, Blackened",12,"Classic FATZ Famous Fish, Blackened",FATZ
935,63,Pot Roast,57,Pot Roast,FATZ
394,37,Large Brownie and Cheesecake Combo Tray (per serving),21,Large Brownie and Cheesecake Combo Tray (per serving),FATZ
440,62,Pint of Pasta Salad (8 ounces),15,Pint of Pasta Salad (8 ounces),FATZ
29,6,Small Veggie Tray,0,Small Veggie Tray,FATZ
914,98,Fiesta Nachos,46,Fiesta Nachos,FATZ
96,11,Loaded Potato Soup Cup,5,Loaded Potato Soup Cup,FATZ
210,11,Side House Salad,13,Side House Salad,FATZ
808,94,World Famous Calabash Chicken,16,World Famous Calabash Chicken,FATZ
630,1,Certified Angus Beef Sirloin (10 ounces),42,Certified Angus Beef Sirloin (10 ounces),FATZ
366,27,Calabash Popcorn Shrimp,10,Calabash Popcorn Shrimp,FATZ
834,74,Parmesan Encrusted Basa,42,Parmesan Encrusted Basa,FATZ
956,43,FATZ Club Sandwich,64,FATZ Club Sandwich,FATZ
334,45,French Fries,15,French Fries,FATZ
458,69,Loaded Baked Potato,15,Loaded Baked Potato,FATZ
140,15,"Ice Cream, Vanilla (4 fluid ounces)",7,"Ice Cream, Vanilla (4 fluid ounces)",FATZ
420,26,Kids Hamburger,24,Kids Hamburger,FATZ
235,61,"Kids Specialty Soda, Orange Pepsi",0,"Kids Specialty Soda, Orange Pepsi",FATZ
681,75,Poppyseed Bread Pudding,33,Poppyseed Bread Pudding,FATZ
429,35,Lunch Grilled Cheese Sandwich,23,Lunch Grilled Cheese Sandwich,FATZ
486,53,"Lite FATZ Famous Fish Sandwich, Key West Style ",16,"Lite FATZ Famous Fish Sandwich, Key West Style ",FATZ
303,22,"Classic FATZ Famous Fish, Fried",12,"Classic FATZ Famous Fish, Fried",FATZ
719,78,Turkey and Dressing,25,Turkey and Dressing,FATZ
435,43,Large Brownie Tray (per serving),18,Large Brownie Tray (per serving),FATZ
309,21,Pint of Sweet Vidalia Coleslaw (8 ounces),24,Pint of Sweet Vidalia Coleslaw (8 ounces),FATZ
205,0,Small Wing Party Tray,16,Small Wing Party Tray,FATZ
1090,107,Fiesta Nachos with Tangy Ground Beef,57,Fiesta Nachos with Tangy Ground Beef,FATZ
178,21,Loaded Potato Soup Bowl,9,Loaded Potato Soup Bowl,FATZ
43,8,Side Veggie Salad,0,Side Veggie Salad,FATZ
989,64,Killer Shrimp and Ribs,55,Killer Shrimp and Ribs,FATZ
381,1,Certified Angus Beef Sirloin (6 ounces),26,Certified Angus Beef Sirloin (6 ounces),FATZ
1165,78,Edisto Shrimp and Grits,60,Edisto Shrimp and Grits,FATZ
752,39,Black Jack Bacon Burger,50,Black Jack Bacon Burger,FATZ
446,47,"FATZ Famous Fish Sandwich, Blackened",15,"FATZ Famous Fish Sandwich, Blackened",FATZ
210,46,Garden Blend Rice ,0,Garden Blend Rice ,FATZ
211,3,Sauteed Spinach,21,Sauteed Spinach,FATZ
247,53,Kids Banana Freeze,9,Kids Banana Freeze,FATZ
430,53,Kids Pasta with Alfredo Sauce,15,Kids Pasta with Alfredo Sauce,FATZ
231,60,"Kids Specialty Soda, Orange Sprite",0,"Kids Specialty Soda, Orange Sprite",FATZ
381,94,Sugar Free Chocolate Mousse,6,Sugar Free Chocolate Mousse,FATZ
334,54,Lunch Grilled Shrimp and Veggie Harpoons,2,Lunch Grilled Shrimp and Veggie Harpoons,FATZ
508,18,Lite Grilled Chicken Salad,23,Lite Grilled Chicken Salad,FATZ
462,48,"Classic FATZ Famous Fish, Key West Style",18,"Classic FATZ Famous Fish, Key West Style",FATZ
196,15,BBQ Slider Tray (per slider),11,BBQ Slider Tray (per slider),FATZ
268,18,Large Calabash and Wings Combo Tray (per serving),12,Large Calabash and Wings Combo Tray (per serving),FATZ
318,77,"Quart of Cinnamon Apples, Plating (16 ounces)",0,"Quart of Cinnamon Apples, Plating (16 ounces)",FATZ
269,31,Small World Famous Calabash Chicken Tray,5,Small World Famous Calabash Chicken Tray,FATZ
503,47,Kids Cheese Quesadilla,25,Kids Cheese Quesadilla,FATZ
221,51,Kids Peach Freeze,2,Kids Peach Freeze,FATZ
139,32,Kids Sugar Free Chocolate Mousse Shooter,4,Kids Sugar Free Chocolate Mousse Shooter,FATZ
981,77,Chicken Pot Pie,56,Chicken Pot Pie,FATZ
674,29,Lunch Half Club,53,Lunch Half Club,FATZ
488,18,"Lite Grilled Salmon with Corn, Tomato & Avocado Relish",27,"Lite Grilled Salmon with Corn, Tomato & Avocado Relish",FATZ
318,50,Classic Lite GrilledShrimp Skewer,2,Classic Lite GrilledShrimp Skewer,FATZ
348,21,Club Sandwich Tray with Hoagie Rolls (per 1/2 sandwich),18,Club Sandwich Tray with Hoagie Rolls (per 1/2 sandwich),FATZ
62,5,Large Veggie Tray (per serving),0,Large Veggie Tray (per serving),FATZ
618,42,Quart of Sweet Vidalia Onion Coleslaw (16 ounces),48,Quart of Sweet Vidalia Onion Coleslaw (16 ounces),FATZ
173,6,Cinnamon Honey Butter (1 ounce),16,Cinnamon Honey Butter (1 ounce),FATZ
950,96,Carolina Peach Cobbler,58,Carolina Peach Cobbler,FATZ
398,45,Lunch 1/2 Calabash Wrap,16,Lunch 1/2 Calabash Wrap,FATZ
649,61,Popcorn Shrimp Wrap,29,Popcorn Shrimp Wrap,FATZ
526,16,Lite Grilled Top Sirloin with Broccoli,32,Lite Grilled Top Sirloin with Broccoli,FATZ
1214,135,Classic Calabash and Gold Ribs ,51,Classic Calabash and Gold Ribs ,FATZ
381,25,Club Sandwich Tray with Tomato Basil Wraps(per 1/2 sandwich),20,Club Sandwich Tray with Tomato Basil Wraps(per 1/2 sandwich),FATZ
303,35,Large World Famous Calabash Chicken Tray (per serving),6,Large World Famous Calabash Chicken Tray (per serving),FATZ
392,36,Small Brownie and Cheesecake Combo Tray,21,Small Brownie and Cheesecake Combo Tray,FATZ
495,80,Fried Chocolate Cream Cookies (3 cookies),18,Fried Chocolate Cream Cookies (3 cookies),FATZ
1119,110,Lunch Calabash Combo,49,Lunch Calabash Combo,FATZ
543,69,Lite Aloha Chicken,4,Lite Aloha Chicken,FATZ
505,59,Classic Calabash Chicken Dinner,10,Classic Calabash Chicken Dinner,FATZ
992,82,Buttermilk Fried Chicken,46,Buttermilk Fried Chicken,FATZ
125,18,Seasoned Potato Wedge Tray (per wedge),5,Seasoned Potato Wedge Tray (per wedge),FATZ
280,61,Pint of Garden Blend Rice (8 ounces),0,Pint of Garden Blend Rice (8 ounces),FATZ
238,16,Small Calabash and Wings Combo Tray,10,Small Calabash and Wings Combo Tray,FATZ
505,59,Lunch Calabash Chicken,10,Lunch Calabash Chicken,FATZ
326,33,Lunch1/2 Popcorn Shrimp Wrap,15,Lunch1/2 Popcorn Shrimp Wrap,FATZ
466,59,Lite Key West Basa,12,Lite Key West Basa,FATZ
52,8,Salad for Classic Soup and Salad,1,Salad for Classic Soup and Salad,FATZ
233,1,Club Sandwich Tray with Wheat Bread (per 1/2 sandwich),16,Club Sandwich Tray with Wheat Bread (per 1/2 sandwich),FATZ
159,39,"Pint of Cinnamon Apples, Plating (8 ounces)",0,"Pint of Cinnamon Apples, Plating (8 ounces)",FATZ
435,43,Small Brownie Tray,18,Small Brownie Tray,FATZ
792,85,Calabash Wrap,31,Calabash Wrap,FATZ
381,94,Lite Chocolate Mousse,6,Lite Chocolate Mousse,FATZ
628,30,Classic Cheeseburger,42,Classic Cheeseburger,FATZ
1044,96,Country Fried Steak,62,Country Fried Steak,FATZ
141,23,Fried Green Tomato Slider Tray (per serving),4,Fried Green Tomato Slider Tray (per serving),FATZ
879,123,Pint of Pasta Salad (16 ounces),30,Pint of Pasta Salad (16 ounces),FATZ
91,3,Small Salad Tray,6,Small Salad Tray,FATZ
454,59,Lite Grilled Shrimp and Veggie Harpoons,4,Lite Grilled Shrimp and Veggie Harpoons,FATZ
953,43,Classic Smothered Chopped Steak,64,Classic Smothered Chopped Steak,FATZ
333,20,Club Sandwich Tray with Texas Toast (per 1/2 sandwich),17,Club Sandwich Tray with Texas Toast (per 1/2 sandwich),FATZ
230,0,Large Wing Party Tray (per serving),18,Large Wing Party Tray (per serving),FATZ
342,17,Rib Tray (per serving),23,Rib Tray (per serving),FATZ
100,16,Poppy Seed Rolls (1 roll),3,Poppy Seed Rolls (1 roll),FATZ
194,37,Chips and Salsa Tray (per serving),4,Chips and Salsa Tray (per serving),FATZ
77,3,Large Salad Tray (per serving),5,Large Salad Tray (per serving),FATZ
560,122,Quart of Garden Blend Rice (16 ounces),0,Quart of Garden Blend Rice (16 ounces),FATZ
201,24,World Famous Calabash Chicken Slider Tray,7,World Famous Calabash Chicken Slider Tray,FATZ
690,58,Club Italiano,33,Club Italiano,Fazoli's
340,37,Chicken Penne & Peppers,12,Chicken Penne & Peppers,Fazoli's
340,90,Italian Lemon Ice with Wildberry,0,Italian Lemon Ice with Wildberry,Fazoli's
510,30,Citrus Apple & Roasted Chicken,30,Citrus Apple & Roasted Chicken,Fazoli's
340,54,Toasted Ravioli (Six),8,Toasted Ravioli (Six),Fazoli's
340,26,Three Cheese Baked Ravioli,19,Three Cheese Baked Ravioli,Fazoli's
920,69,Chicken Pesto,60,Chicken Pesto,Fazoli's
780,48,Country Caesar,51,Country Caesar,Fazoli's
220,43,Spaghetti with Marinara Sauce,1,Spaghetti with Marinara Sauce,Fazoli's
690,108,Toasted Ravioli (Twelve),16,Toasted Ravioli (Twelve),Fazoli's
400,37,Chicken Mushroom Alfredo Bake,17,Chicken Mushroom Alfredo Bake,Fazoli's
370,97,Italian Lemon Ice with Peach,0,Italian Lemon Ice with Peach,Fazoli's
480,38,Cherry Almond Chicken,25,Cherry Almond Chicken,Fazoli's
290,42,Fettuccine Alfredo,8,Fettuccine Alfredo,Fazoli's
880,70,Fazoli's® Original,49,Fazoli's® Original,Fazoli's
890,86,Baked Spaghetti with Meatballs,39,Baked Spaghetti with Meatballs,Fazoli's
250,65,Italian Lemon Ice - Medium,0,Italian Lemon Ice - Medium,Fazoli's
500,53,Chicken Broccoli Florentine,19,Chicken Broccoli Florentine,Fazoli's
880,76,Penne Romano,44,Penne Romano,Fazoli's
800,108,Whole Wheat Penne with Alfredo,26,Whole Wheat Penne with Alfredo,Fazoli's
890,122,Classic Sampler Platter,25,Classic Sampler Platter,Fazoli's
290,42,Fettuccine Alfredo,8,Fettuccine Alfredo,Fazoli's
100,20,"Breadstick, Dry (1 each)",2,"Breadstick, Dry (1 each)",Fazoli's
650,54,Smoked Turkey Breast,35,Smoked Turkey Breast,Fazoli's
980,86,Cheesy Meatball Baked Spaghetti,46,Cheesy Meatball Baked Spaghetti,Fazoli's
750,68,Smoked Turkey Basil,37,Smoked Turkey Basil,Fazoli's
670,71,Cheesy Baked Ziti,27,Cheesy Baked Ziti,Fazoli's
300,32,Pepperoni Classico,13,Pepperoni Classico,Fazoli's
20,5,"Mushroom, Pepper & Onion Blend",1,"Mushroom, Pepper & Onion Blend",Fazoli's
290,32,Triple Cheese,12,Triple Cheese,Fazoli's
170,46,Italian Lemon Ice - Small,0,Italian Lemon Ice - Small,Fazoli's
770,57,Fazoli's® Original,45,Fazoli's® Original,Fazoli's
1000,79,Four Cheese Lasagna,49,Four Cheese Lasagna,Fazoli's
680,113,Whole Wheat Penne with Meat Sauce,12,Whole Wheat Penne with Meat Sauce,Fazoli's
600,49,Roasted Chicken Platter,24,Roasted Chicken Platter,Fazoli's
110,3,Red Wine Vinaigrette,10,Red Wine Vinaigrette,Fazoli's
30,4,Broccoli,0,Broccoli,Fazoli's
150,20,Garlic Breadstick (1 each),7,Garlic Breadstick (1 each),Fazoli's
590,60,Vegetable Fresco,29,Vegetable Fresco,Fazoli's
1070,76,Ultimate Meatball Smasher,65,Ultimate Meatball Smasher,Fazoli's
800,88,Chicken Carbonara,27,Chicken Carbonara,Fazoli's
980,122,Italian Sampler,29,Italian Sampler,Fazoli's
800,108,Spaghetti with Alfredo,26,Spaghetti with Alfredo,Fazoli's
35,5,Broccoli and Fire Roasted Tomatoes,0,Broccoli and Fire Roasted Tomatoes,Fazoli's
270,70,Italian Lemon Ice with Strawberry,0,Italian Lemon Ice with Strawberry,Fazoli's
480,55,Tuscan Chicken,17,Tuscan Chicken,Fazoli's
290,32,Cheese Pizza,12,Cheese Pizza,Fazoli's
640,80,Baked Spaghetti,22,Baked Spaghetti,Fazoli's
450,56,Ravioli with Marinara,15,Ravioli with Marinara,Fazoli's
1130,153,Ultimate Sampler,34,Ultimate Sampler,Fazoli's
260,21,Meat Lasagna,13,Meat Lasagna,Fazoli's
250,6,Meatballs,18,Meatballs,Fazoli's
810,53,Italian BLT,48,Italian BLT,Fazoli's
770,44,Pasta Ranch Italia,50,Pasta Ranch Italia,Fazoli's
810,83,Garlic Chicken Baked Spaghetti,31,Garlic Chicken Baked Spaghetti,Fazoli's
780,68,Club Italiano,36,Club Italiano,Fazoli's
920,77,Chicken Broccoli Penne,42,Chicken Broccoli Penne,Fazoli's
290,32,Triple Cheese,12,Triple Cheese,Fazoli's
140,0,Bacon,10,Bacon,Fazoli's
300,32,Pepperoni Classico,13,Pepperoni Classico,Fazoli's
